GRIP Oxygen Isotopes

REFERENCES:		

Johnsen, S.J., H.B. Clausen, W. Dansgaard, N.S. Gundestrup, C.U. Hammer, U.
Andersen, K.K. Andersen, C.S. Hvidberg, D. Dahl-Jensen, J.P. Steffensen, H.
Shoji, A.E. Sveinbjörnsdóttir, J.W.C. White, J. Jouzel, and D. Fisher.
1997. The d18O record along the Greenland Ice Core Pproject deep ice core
and the problem of possible Eemian climatic instability. Journal of
Geophysical Research 102:26397-26410.

Dansgaard, W., S.J. Johnsen, H.B. Clausen, D. Dahl-Jensen, N.S. Gundestrup,
C.U. Hammer, C.S. Hvidberg, J.P. Steffensen, A.E. Sveinbjörnsdóttir, J.
Jouzel, and G.C. Bond. 1993. Evidence for general instability of past
climate from a 250 kyr ice-core record. Nature 264:218-220.

GRIP Members. 1993. Climate instability during the last interglacial period
recorded in the GRIP ice core. Nature 364:203-207.

Grootes, P.M., M. Stuiver, J.W.C. White, S.J. Johnsen, and J. Jouzel. 1993.
Comparison of oxygen isotope records from the GISP2 and GRIP Greenland ice
cores. Nature 366:552-554.

Dansgaard, W., J.W.C. White, and S.J. Johnsen. 1989. The abrupt termination
of the Younger Dryas climate event. Nature 339:532-533.

DATA DESCRIPTION:
		
This data set contains 55cm average delta 18-O values from the GRIP core. 
These data were used in the construction of the glaciological timescale 
given in the file gripage.dat and reproduced here.

DATA:

Depth (m)	del18O	Age (yrs BP)
1539.45	-35.55	10327
1540.00	-34.52	10334
1540.55	-36.51	10340
1541.10	-35.29	10348
1541.65	-35.26	10354
1542.20	-36.57	10361
1542.75	-35.3	10369
1543.30	-36.35	10376
1543.85	-35.13	10383
1544.40	-35.71	10390
1544.95	-35.55	10397
1545.50	-37.16	10404
1546.05	-35.84	10412
1546.60	-35.93	10419
1547.15	-36.41	10427
1547.70	-35.25	10434
1548.25	-35.77	10441
1548.80	-34.78	10448
1549.35	-35.52	10455
1549.90	-35.68	10462
1550.45	-35.58	10469
1551.00	-35.59	10476
1551.55	-36.39	10483
1552.10	-35.99	10491
1552.65	-35.56	10498
1553.20	-35.8	10505
1553.75	-35.7	10512
1554.30	-36.55	10519
1554.85	-36.29	10527
1555.40	-35.43	10535
1555.95	-34.43	10542
1556.50	-37.02	10548
1557.05	-35.77	10556
1557.60	-36.48	10564
1558.15	-36.1	10571
1558.70	-36.62	10579
1559.25	-35.67	10587
1559.80	-36.29	10594
1560.35	-35.63	10602
1560.90	-35.51	10609
1561.45	-35.25	10616
1562.00	-36.36	10623
1562.55	-36.7	10630
1563.10	-35.96	10638
1563.65	-35.85	10646
1564.20	-36.74	10653
1564.75	-35.23	10661
1565.30	-37.19	10668
1565.85	-37.85	10677
1566.40	-36.08	10686
1566.95	-36.78	10693
1567.50	-36.55	10701
1568.05	-36.45	10709
1568.60	-36.34	10717
1569.15	-37.16	10725
1569.70	-36.32	10733
1570.25	-35.95	10741
1570.80	-35.99	10749
1571.35	-36.6	10756
1571.90	-36.99	10764
1572.45	-35.98	10772
1573.00	-36.56	10780
1573.55	-36.55	10788
1574.10	-36.98	10796
1574.65	-36.35	10804
1575.20	-36.58	10812
1575.75	-36.53	10820
1576.30	-37.42	10828
1576.85	-35.58	10837
1577.40	-35.61	10844
1577.95	-35.96	10851
1578.50	-36.74	10859
1579.05	-36.21	10867
1579.60	-35.71	10875
1580.15	-36.78	10882
1580.70	-35.78	10890
1581.25	-36.72	10898
1581.80	-36.32	10906
1582.35	-35.9	10914
1582.90	-36.42	10921
1583.45	-37.74	10929
1584.00	-36.84	10939
1584.55	-37.01	10947
1585.10	-37.22	10955
1585.65	-36.22	10964
1586.20	-36.73	10972
1586.75	-35.98	10980
1587.30	-37.09	10988
1587.85	-37.11	10996
1588.40	-37.94	11005
1588.95	-36.07	11015
1589.50	-37.11	11022
1590.05	-36.57	11031
1590.60	-36.67	11039
1591.15	-37.51	11047
1591.70	-36.55	11057
1592.25	-36.44	11065
1592.80	-36.19	11073
1593.35	-37.89	11081
1593.90	-37.05	11090
1594.45	-36.27	11099
1595.00	-36.81	11107
1595.55	-36.17	11115
1596.10	-36.23	11123
1596.65	-35.19	11131
1597.20	-35.76	11138
1597.75	-37.19	11146
1598.30	-35.89	11155
1598.85	-36.08	11162
1599.40	-38	11170
1599.95	-36.51	11180
1600.50	-36.88	11188
1601.05	-36.56	11197
1601.60	-37.58	11205
1602.15	-37.19	11214
1602.70	-36.38	11223
1603.25	-37.89	11231
1603.80	-37.3	11241
1604.35	-37.51	11250
1604.90	-38.44	11259
1605.45	-38.35	11270
1606.00	-38.04	11280
1606.55	-36.63	11290
1607.10	-38.5	11298
1607.65	-37.81	11309
1608.20	-37.15	11319
1608.75	-37.93	11328
1609.30	-37.99	11337
1609.85	-36.55	11347
1610.40	-36.99	11356
1610.95	-36.84	11364
1611.50	-36.37	11373
1612.05	-37.75	11381
1612.60	-37.54	11391
1613.15	-37.17	11400
1613.70	-35.51	11409
1614.25	-35.93	11417
1614.80	-36.36	11425
1615.35	-36.37	11433
1615.90	-37.49	11441
1616.45	-35.82	11450
1617.00	-37.02	11458
1617.55	-36.83	11467
1618.10	-36.36	11476
1618.65	-37.48	11484
1619.20	-36.22	11493
1619.75	-36.14	11502
1620.30	-38.62	11510
1620.85	-35.77	11521
1621.40	-36.78	11528
1621.95	-37.73	11537
1622.50	-37.85	11547
1623.05	-38.77	11557
1623.60	-38.67	11568
1624.15	-40.83	11579
1624.70	-40.79	11596
1625.25	-39.46	11612
1625.80	-39.1	11624
1626.35	-39.91	11636
1626.90	-40.57	11650
1627.45	-42.22	11666
1628.00	-38.92	11688
1628.55	-40.28	11699
1629.10	-41.84	11714
1629.65	-39.07	11734
1630.20	-40.93	11746
1630.75	-41.69	11763
1631.30	-40.77	11783
1631.85	-39.87	11799
1632.40	-40.61	11812
1632.95	-39.5	11828
1633.50	-39.44	11841
1634.05	-41.08	11854
1634.60	-40.08	11871
1635.15	-40.32	11886
1635.70	-40.14	11901
1636.25	-39.98	11915
1636.80	-39.82	11929
1637.35	-40.07	11943
1637.90	-40.56	11957
1638.45	-41.21	11973
1639.00	-39.89	11991
1639.55	-41.09	12005
1640.10	-39.87	12022
1640.65	-40.76	12036
1641.20	-41.49	12052
1641.75	-38.25	12072
1642.30	-41.31	12082
1642.85	-41.14	12101
1643.40	-40.81	12118
1643.95	-39.44	12135
1644.50	-41.76	12148
1645.05	-40.06	12168
1645.60	-41.39	12183
1646.15	-41.11	12201
1646.70	-38.96	12219
1647.25	-40.26	12231
1647.80	-41.12	12246
1648.35	-40.98	12264
1648.90	-39.4	12281
1649.45	-40.69	12294
1650.00	-40.47	12311
1650.55	-40.65	12326
1651.10	-41.58	12342
1651.65	-41.51	12362
1652.20	-41.28	12382
1652.75	-41.83	12400
1653.30	-39.92	12421
1653.85	-41.85	12435
1654.40	-41.68	12456
1654.95	-40.78	12476
1655.50	-41.52	12493
1656.05	-41.93	12512
1656.60	-42.29	12534
1657.15	-42.23	12557
1657.70	-41.31	12580
1658.25	-39.94	12598
1658.80	-41.4	12613
1659.35	-39.43	12632
1659.90	-39.31	12645
1660.45	-39.69	12658
1661.00	-38.59	12672
1661.55	-39.37	12683
1662.10	-39.12	12696
1662.65	-37.07	12709
1663.20	-38.43	12718
1663.75	-37.64	12730
1664.30	-39.01	12740
1664.85	-38.72	12752
1665.40	-37.42	12764
1665.95	-37.82	12774
1666.50	-37.88	12784
1667.05	-38.82	12795
1667.60	-38.88	12807
1668.15	-39.61	12819
1668.70	-37.75	12833
1669.25	-38.21	12843
1669.80	-39.38	12854
1670.35	-38.5	12868
1670.90	-39.72	12879
1671.45	-39.24	12893
1672.00	-39.48	12906
1672.55	-40.06	12920
1673.10	-40.8	12935
1673.65	-39.74	12952
1674.20	-38.84	12966
1674.75	-40.89	12978
1675.30	-39.67	12996
1675.85	-40.52	13010
1676.40	-39.24	13026
1676.95	-39.13	13039
1677.50	-39.15	13052
1678.05	-39.63	13065
1678.60	-39.25	13079
1679.15	-38.09	13092
1679.70	-38.63	13103
1680.25	-40.07	13115
1680.80	-38.48	13130
1681.35	-38.15	13142
1681.90	-37.38	13153
1682.45	-37.35	13163
1683.00	-38.45	13173
1683.55	-38.14	13185
1684.10	-37.8	13196
1684.65	-37.71	13206
1685.20	-37.76	13217
1685.75	-38.71	13228
1686.30	-36.68	13240
1686.85	-37.67	13249
1687.40	-37.49	13260
1687.95	-38.55	13270
1688.50	-37.67	13282
1689.05	-38.24	13292
1689.60	-37.58	13304
1690.15	-37.09	13314
1690.70	-35.97	13324
1691.25	-36.21	13333
1691.80	-37.77	13341
1692.35	-37.22	13352
1692.90	-37.34	13362
1693.45	-37.79	13372
1694.00	-37.31	13383
1694.55	-37.39	13393
1695.10	-38.64	13403
1695.65	-39.39	13416
1696.20	-39.02	13429
1696.75	-37.63	13442
1697.30	-37.57	13453
1697.85	-37.96	13463
1698.40	-37.33	13474
1698.95	-37.4	13485
1699.50	-36.94	13495
1700.05	-38.01	13505
1700.60	-37.69	13516
1701.15	-37.58	13526
1701.70	-36.33	13537
1702.25	-37.03	13546
1702.80	-37.54	13556
1703.35	-37.45	13567
1703.90	-38	13577
1704.45	-37.14	13588
1705.00	-38.16	13598
1705.55	-37.73	13610
1706.10	-37.18	13621
1706.65	-38.02	13631
1707.20	-37.94	13642
1707.75	-38.05	13653
1708.30	-36.54	13665
1708.85	-37.35	13674
1709.40	-37.96	13684
1709.95	-38.21	13696
1710.50	-36.82	13707
1711.05	-37.09	13717
1711.60	-37.33	13727
1712.15	-36.7	13737
1712.70	-36.65	13747
1713.25	-37.92	13757
1713.80	-38.35	13768
1714.35	-37.32	13780
1714.90	-39.27	13790
1715.45	-39.04	13804
1716.00	-40.19	13817
1716.55	-39.23	13834
1717.10	-39.36	13847
1717.65	-39.12	13861
1718.20	-38.68	13875
1718.75	-36.79	13888
1719.30	-37.18	13897
1719.85	-37.45	13908
1720.40	-36.9	13918
1720.95	-36.5	13928
1721.50	-38.7	13938
1722.05	-36.45	13951
1722.60	-38.16	13960
1723.15	-37.89	13972
1723.70	-36.75	13983
1724.25	-37.34	13993
1724.80	-36.74	14004
1725.35	-36.74	14013
1725.90	-37.79	14023
1726.45	-36.87	14035
1727.00	-36.48	14045
1727.55	-36.32	14054
1728.10	-36.24	14064
1728.65	-36.78	14073
1729.20	-35.6	14083
1729.75	-36.67	14092
1730.30	-34.97	14102
1730.85	-36.52	14110
1731.40	-34.81	14120
1731.95	-35.44	14128
1732.50	-35.58	14137
1733.05	-35.71	14146
1733.60	-36.96	14155
1734.15	-35.92	14165
1734.70	-36.85	14174
1735.25	-35.99	14184
1735.80	-35.26	14193
1736.35	-35.72	14202
1736.90	-37.13	14211
1737.45	-35.97	14222
1738.00	-35.8	14231
1738.55	-35.56	14240
1739.10	-35.51	14249
1739.65	-36.25	14258
1740.20	-36.31	14267
1740.75	-36.17	14277
1741.30	-34.12	14286
1741.85	-35.36	14294
1742.40	-34.16	14303
1742.95	-35.42	14311
1743.50	-35.99	14320
1744.05	-34.89	14330
1744.60	-35.55	14338
1745.15	-35.25	14347
1745.70	-34.76	14356
1746.25	-35.46	14364
1746.80	-36.57	14373
1747.35	-34.32	14383
1747.90	-35.47	14391
1748.45	-35.72	14400
1749.00	-36.58	14410
1749.55	-36.01	14420
1750.10	-37.48	14429
1750.65	-35.79	14440
1751.20	-36.15	14449
1751.75	-37.12	14459
1752.30	-37.45	14470
1752.85	-38.1	14481
1753.40	-39.08	14493
1753.95	-38.38	14507
1754.50	-40.48	14520
1755.05	-40.58	14538
1755.60	-40.32	14556
1756.15	-39.08	14574
1756.70	-38.39	14588
1757.25	-39.79	14601
1757.80	-38.64	14617
1758.35	-39.27	14630
1758.90	-39.6	14644
1759.45	-41.67	14660
1760.00	-39.47	14683
1760.55	-38.99	14698
1761.10	-39.75	14712
1761.65	-38.42	14728
1762.20	-38.88	14741
1762.75	-40.4	14755
1763.30	-39.4	14773
1763.85	-39.61	14788
1764.40	-40.6	14803
1764.95	-39.71	14822
1765.50	-39.12	14838
1766.05	-40.31	14852
1766.60	-39.42	14870
1767.15	-39.01	14885
1767.70	-39.48	14900
1768.25	-38.61	14915
1768.80	-38.43	14928
1769.35	-39.57	14941
1769.90	-40.05	14957
1770.45	-38.76	14974
1771.00	-39.63	14988
1771.55	-39.22	15004
1772.10	-39.6	15018
1772.65	-39.9	15034
1773.20	-39.9	15051
1773.75	-40.31	15067
1774.30	-38.66	15085
1774.85	-40.54	15099
1775.40	-40	15118
1775.95	-41.71	15135
1776.50	-40.71	15158
1777.05	-39.38	15178
1777.60	-38.7	15193
1778.15	-39.29	15207
1778.70	-39.62	15222
1779.25	-38.45	15238
1779.80	-41.99	15251
1780.35	-39.52	15277
1780.90	-40.13	15292
1781.45	-39.63	15310
1782.00	-40.56	15326
1782.55	-39.83	15345
1783.10	-40.39	15362
1783.65	-39.39	15380
1784.20	-40.38	15396
1784.75	-39.83	15414
1785.30	-39.71	15431
1785.85	-41.05	15447
1786.40	-41.64	15468
1786.95	-40.4	15492
1787.50	-41.05	15511
1788.05	-40.47	15532
1788.60	-41.44	15551
1789.15	-40.91	15573
1789.70	-39.44	15594
1790.25	-39.84	15610
1790.80	-39.89	15627
1791.35	-39.02	15644
1791.90	-39.71	15658
1792.45	-38.26	15675
1793.00	-39.58	15688
1793.55	-39.5	15704
1794.10	-39.05	15720
1794.65	-40.14	15735
1795.20	-38.79	15753
1795.75	-40.7	15767
1796.30	-39.96	15787
1796.85	-40.34	15804
1797.40	-39.32	15823
1797.95	-39.9	15839
1798.50	-38.36	15856
1799.05	-39.42	15869
1799.60	-38.04	15885
1800.15	-39.51	15898
1800.70	-40.21	15914
1801.25	-39.46	15932
1801.80	-39.89	15948
1802.35	-39.19	15966
1802.90	-40.76	15981
1803.45	-40.44	16002
1804.00	-40.96	16021
1804.55	-37.95	16042
1805.10	-40.33	16055
1805.65	-40.05	16073
1806.20	-38.34	16091
1806.75	-40.58	16105
1807.30	-39.74	16125
1807.85	-40.92	16142
1808.40	-41.18	16163
1808.95	-40.38	16185
1809.50	-39.66	16204
1810.05	-39.26	16221
1810.60	-40.41	16237
1811.15	-39.81	16256
1811.70	-38.68	16273
1812.25	-39.25	16288
1812.80	-40.9	16303
1813.35	-40.48	16325
1813.90	-40.01	16344
1814.45	-40.01	16362
1815.00	-38.32	16380
1815.55	-40.9	16394
1816.10	-41.08	16415
1816.65	-39.96	16437
1817.20	-40.41	16455
1817.75	-39.9	16474
1818.30	-39.6	16492
1818.85	-40.72	16509
1819.40	-40.02	16530
1819.95	-41.46	16548
1820.50	-40.98	16572
1821.05	-39.34	16594
1821.60	-38.92	16610
1822.15	-38.55	16625
1822.70	-38.93	16639
1823.25	-38.97	16654
1823.80	-39.93	16670
1824.35	-38.87	16688
1824.90	-39.81	16703
1825.45	-37.82	16720
1826.00	-37.85	16733
1826.55	-39.49	16746
1827.10	-39.1	16763
1827.65	-37.5	16779
1828.20	-39.22	16791
1828.75	-39.73	16807
1829.30	-37.67	16825
1829.85	-39.51	16837
1830.40	-39.18	16854
1830.95	-37.27	16870
1831.50	-39.08	16882
1832.05	-38.11	16898
1832.60	-39.92	16912
1833.15	-37.58	16930
1833.70	-39.57	16942
1834.25	-39.52	16960
1834.80	-39.13	16976
1835.35	-40.3	16992
1835.90	-40.18	17012
1836.45	-40.1	17031
1837.00	-37.79	17050
1837.55	-37.78	17063
1838.10	-38.18	17076
1838.65	-39.67	17090
1839.20	-39.16	17108
1839.75	-40.46	17124
1840.30	-39.06	17144
1840.85	-37.94	17160
1841.40	-40.01	17173
1841.95	-39.04	17192
1842.50	-38.55	17208
1843.05	-38.12	17222
1843.60	-38.15	17236
1844.15	-38.5	17250
1844.70	-39.97	17265
1845.25	-38.08	17283
1845.80	-39.34	17297
1846.35	-39.57	17314
1846.90	-38.38	17331
1847.45	-40.22	17346
1848.00	-38.67	17365
1848.55	-38.34	17381
1849.10	-38.96	17395
1849.65	-38.39	17411
1850.20	-38.66	17425
1850.75	-39.56	17440
1851.30	-40.25	17458
1851.85	-40.39	17478
1852.40	-39.95	17498
1852.95	-40.43	17517
1853.50	-39.49	17537
1854.05	-39.95	17555
1854.60	-37.29	17574
1855.15	-39.05	17586
1855.70	-38.76	17602
1856.25	-39.15	17618
1856.80	-38.21	17634
1857.35	-39.91	17649
1857.90	-40.1	17668
1858.45	-37.23	17687
1859.00	-39.38	17700
1859.55	-38.89	17717
1860.10	-38.73	17733
1860.65	-39.59	17748
1861.20	-38.11	17766
1861.75	-40.21	17780
1862.30	-39.76	17800
1862.85	-38.51	17819
1863.40	-39.45	17834
1863.95	-38.79	17851
1864.50	-39.38	17867
1865.05	-37.83	17884
1865.60	-38.93	17898
1866.15	-38.14	17914
1866.70	-40.74	17928
1867.25	-39.74	17951
1867.80	-39.95	17969
1868.35	-38.73	17988
1868.90	-39.9	18004
1869.45	-39.49	18023
1870.00	-38.52	18041
1870.55	-39.82	18056
1871.10	-39.67	18075
1871.65	-39.09	18093
1872.20	-39.49	18110
1872.75	-41.06	18128
1873.30	-39.56	18152
1873.85	-41.73	18170
1874.40	-39.13	18198
1874.95	-40.67	18214
1875.50	-39.82	18237
1876.05	-39.16	18256
1876.60	-39.96	18273
1877.15	-39.31	18292
1877.70	-40.11	18310
1878.25	-41.2	18330
1878.80	-41.06	18355
1879.35	-40.09	18379
1879.90	-40.26	18399
1880.45	-40.77	18419
1881.00	-40.35	18442
1881.55	-38.59	18463
1882.10	-40.4	18479
1882.65	-40.14	18500
1883.20	-40.18	18521
1883.75	-38.71	18541
1884.30	-40.52	18557
1884.85	-40.86	18579
1885.40	-40.19	18603
1885.95	-40.97	18623
1886.50	-40.23	18647
1887.05	-39.85	18668
1887.60	-40.8	18687
1888.15	-41.05	18711
1888.70	-41.5	18735
1889.25	-40.47	18762
1889.80	-41.04	18784
1890.35	-41.4	18808
1890.90	-39.53	18834
1891.45	-40.7	18853
1892.00	-40.01	18876
1892.55	-39.28	18896
1893.10	-40.31	18914
1893.65	-37.8	18935
1894.20	-40.73	18949
1894.75	-40.55	18972
1895.30	-39.32	18995
1895.85	-40.73	19013
1896.40	-40.11	19036
1896.95	-40.31	19057
1897.50	-40.55	19078
1898.05	-38.93	19101
1898.60	-40.33	19117
1899.15	-41.97	19139
1899.70	-40.75	19169
1900.25	-41.11	19193
1900.80	-41.01	19218
1901.35	-40.12	19243
1901.90	-41.1	19263
1902.45	-40.78	19289
1903.00	-41.31	19312
1903.55	-41.05	19339
1904.10	-39.94	19364
1904.65	-41.56	19384
1905.20	-41	19412
1905.75	-41.14	19436
1906.30	-40.14	19462
1906.85	-40.8	19483
1907.40	-41.08	19507
1907.95	-42.54	19532
1908.50	-40.86	19567
1909.05	-41.26	19591
1909.60	-40.79	19618
1910.15	-41.68	19642
1910.70	-42.36	19670
1911.25	-41.82	19704
1911.80	-42.04	19734
1912.35	-40.41	19765
1912.90	-39.89	19787
1913.45	-41.46	19808
1914.00	-41.34	19835
1914.55	-40.2	19862
1915.10	-41.58	19884
1915.65	-41.82	19912
1916.20	-42.61	19942
1916.75	-41.4	19978
1917.30	-41.4	20005
1917.85	-40.66	20033
1918.40	-39.88	20057
1918.95	-40.08	20077
1919.50	-40.82	20098
1920.05	-41.4	20123
1920.60	-40.5	20150
1921.15	-41.3	20173
1921.70	-42.35	20200
1922.25	-40.65	20234
1922.80	-40.72	20258
1923.35	-40.86	20282
1923.90	-41.59	20307
1924.45	-40.75	20336
1925.00	-40.51	20360
1925.55	-40.31	20384
1926.10	-40.82	20406
1926.65	-40.34	20431
1927.20	-40.34	20453
1927.75	-40.22	20476
1928.30	-41.92	20498
1928.85	-41.31	20529
1929.40	-42.6	20557
1929.95	-41.64	20593
1930.50	-41	20623
1931.05	-41.38	20648
1931.60	-40.72	20676
1932.15	-40.74	20701
1932.70	-40.88	20725
1933.25	-41.12	20751
1933.80	-40.2	20777
1934.35	-40.72	20799
1934.90	-41.32	20824
1935.45	-42.82	20852
1936.00	-41.35	20890
1936.55	-40.09	20918
1937.10	-39.4	20940
1937.65	-40.79	20960
1938.20	-40.96	20985
1938.75	-41.44	21011
1939.30	-40.39	21039
1939.85	-40.45	21062
1940.40	-39.69	21086
1940.95	-38.81	21106
1941.50	-38.09	21124
1942.05	-39.27	21140
1942.60	-39.81	21159
1943.15	-41.2	21180
1943.70	-40.77	21208
1944.25	-41.55	21233
1944.80	-41.43	21262
1945.35	-42.1	21291
1945.90	-41.09	21325
1946.45	-41.66	21352
1947.00	-40.81	21382
1947.55	-40.25	21407
1948.10	-39.33	21430
1948.65	-38.03	21450
1949.20	-37.69	21466
1949.75	-37.83	21481
1950.30	-39.59	21497
1950.85	-39.76	21517
1951.40	-38.61	21538
1951.95	-41.25	21556
1952.50	-41.64	21584
1953.05	-41.48	21615
1953.60	-40.61	21644
1954.15	-42.13	21669
1954.70	-41.59	21703
1955.25	-41.93	21733
1955.80	-41.02	21766
1956.35	-42.48	21793
1956.90	-43.27	21830
1957.45	-42.99	21874
1958.00	-41.25	21916
1958.55	-42.01	21945
1959.10	-41.77	21978
1959.65	-44.31	22010
1960.20	-42.81	22069
1960.75	-42.08	22109
1961.30	-42.27	22143
1961.85	-42.16	22178
1962.40	-42.28	22213
1962.95	-43.14	22249
1963.50	-43.79	22293
1964.05	-41.09	22344
1964.60	-41.8	22372
1965.15	-42.01	22404
1965.70	-42	22438
1966.25	-41.22	22472
1966.80	-41.04	22500
1967.35	-40.91	22528
1967.90	-40.81	22555
1968.45	-41.34	22581
1969.00	-41.49	22610
1969.55	-41.48	22641
1970.10	-39.71	22671
1970.65	-40.99	22692
1971.20	-41.55	22720
1971.75	-39.73	22751
1972.30	-42.88	22772
1972.85	-42.01	22814
1973.40	-41.35	22848
1973.95	-40.02	22878
1974.50	-40.33	22901
1975.05	-42.23	22925
1975.60	-41.81	22961
1976.15	-41.86	22994
1976.70	-40.79	23027
1977.25	-40.77	23054
1977.80	-41.2	23080
1978.35	-39.34	23109
1978.90	-39.61	23130
1979.45	-40.42	23151
1980.00	-40.92	23176
1980.55	-41.56	23204
1981.10	-41.84	23235
1981.65	-40.7	23268
1982.20	-41.72	23295
1982.75	-41.76	23327
1983.30	-41.16	23360
1983.85	-42.02	23389
1984.40	-40.07	23424
1984.95	-41.1	23448
1985.50	-41.96	23476
1986.05	-40.73	23511
1986.60	-42.63	23538
1987.15	-42.16	23578
1987.70	-42.66	23614
1988.25	-42.47	23655
1988.80	-43.56	23693
1989.35	-41.31	23744
1989.90	-42.56	23774
1990.45	-41.54	23814
1991.00	-40.74	23846
1991.55	-42.02	23873
1992.10	-41.16	23908
1992.65	-41.32	23938
1993.20	-41.6	23968
1993.75	-41.07	24000
1994.30	-40.43	24029
1994.85	-41.66	24055
1995.40	-41.32	24088
1995.95	-40.06	24118
1996.50	-40.59	24142
1997.05	-40.76	24168
1997.60	-41.65	24196
1998.15	-40.78	24229
1998.70	-40.02	24256
1999.25	-40.8	24280
1999.80	-42.41	24308
2000.35	-41.91	24347
2000.90	-41.09	24382
2001.45	-40.72	24411
2002.00	-42.12	24439
2002.55	-41.37	24475
2003.10	-41.48	24507
2003.65	-40.08	24539
2004.20	-40.54	24563
2004.75	-42.75	24589
2005.30	-41.16	24632
2005.85	-41.09	24662
2006.40	-41.31	24692
2006.95	-41.42	24723
2007.50	-41.1	24755
2008.05	-40.28	24784
2008.60	-42.77	24810
2009.15	-40.09	24853
2009.70	-40.62	24878
2010.25	-42.13	24905
2010.80	-41.8	24942
2011.35	-40.27	24977
2011.90	-39.91	25002
2012.45	-40.41	25026
2013.00	-40.19	25052
2013.55	-41.95	25078
2014.10	-42.22	25114
2014.65	-40.41	25152
2015.20	-41.59	25178
2015.75	-42.09	25212
2016.30	-41.78	25249
2016.85	-39.77	25284
2017.40	-40.93	25307
2017.95	-39.2	25337
2018.50	-37.27	25358
2019.05	-38.88	25374
2019.60	-38.48	25395
2020.15	-37.8	25414
2020.70	-37.86	25431
2021.25	-38.89	25449
2021.80	-38.38	25469
2022.35	-38.41	25488
2022.90	-37.34	25508
2023.45	-37.13	25524
2024.00	-36.61	25540
2024.55	-37.12	25555
2025.10	-39.81	25571
2025.65	-40.79	25595
2026.20	-41.12	25624
2026.75	-41.45	25655
2027.30	-40.09	25688
2027.85	-41.57	25714
2028.40	-41.23	25748
2028.95	-42.4	25779
2029.50	-41.65	25820
2030.05	-42.95	25855
2030.60	-40.45	25902
2031.15	-41.9	25929
2031.70	-41.59	25966
2032.25	-41.63	26000
2032.80	-40.5	26035
2033.35	-40.89	26062
2033.90	-41.6	26092
2034.45	-42.07	26127
2035.00	-42.09	26165
2035.55	-41.94	26203
2036.10	-40.98	26241
2036.65	-41.48	26271
2037.20	-41.46	26305
2037.75	-38.57	26339
2038.30	-38.51	26359
2038.85	-39.81	26379
2039.40	-37.61	26403
2039.95	-37.77	26421
2040.50	-38.37	26439
2041.05	-37.83	26459
2041.60	-38.89	26477
2042.15	-37.42	26498
2042.70	-37.4	26515
2043.25	-38.16	26532
2043.80	-38.36	26551
2044.35	-37.85	26571
2044.90	-37.47	26589
2045.45	-38.53	26607
2046.00	-40.73	26627
2046.55	-41.83	26656
2047.10	-41.5	26694
2047.65	-41.96	26728
2048.20	-40.95	26766
2048.75	-40.6	26797
2049.30	-42	26826
2049.85	-41.17	26865
2050.40	-40.99	26898
2050.95	-39.85	26929
2051.50	-42.53	26954
2052.05	-41.64	26998
2052.60	-41.21	27034
2053.15	-43	27067
2053.70	-41.49	27116
2054.25	-41.51	27151
2054.80	-42.27	27186
2055.35	-40.32	27227
2055.90	-42.9	27255
2056.45	-42.15	27303
2057.00	-42.58	27344
2057.55	-43.06	27389
2058.10	-41.28	27439
2058.65	-42.34	27473
2059.20	-43.66	27515
2059.75	-41.34	27574
2060.30	-42.56	27608
2060.85	-40.82	27653
2061.40	-41.85	27683
2061.95	-41.49	27722
2062.50	-42.11	27757
2063.05	-43.25	27798
2063.60	-42.44	27851
2064.15	-41.72	27895
2064.70	-41.58	27932
2065.25	-42.07	27968
2065.80	-41.35	28009
2066.35	-42.49	28043
2066.90	-42.06	28088
2067.45	-41.24	28128
2068.00	-40.36	28162
2068.55	-40.24	28191
2069.10	-40.51	28219
2069.65	-39.69	28248
2070.20	-41.61	28274
2070.75	-42.46	28311
2071.30	-40.89	28355
2071.85	-41.8	28387
2072.40	-42.27	28426
2072.95	-42.36	28468
2073.50	-42.24	28512
2074.05	-41.78	28555
2074.60	-40.78	28593
2075.15	-42.18	28625
2075.70	-42.27	28667
2076.25	-41.3	28710
2076.80	-40.52	28745
2077.35	-42.48	28775
2077.90	-41.7	28820
2078.45	-42.47	28858
2079.00	-41.23	28903
2079.55	-41.63	28938
2080.10	-42	28976
2080.65	-42.25	29016
2081.20	-42.62	29060
2081.75	-42.38	29107
2082.30	-42.83	29151
2082.85	-41.69	29201
2083.40	-41.68	29239
2083.95	-42	29278
2084.50	-40.4	29319
2085.05	-42.18	29348
2085.60	-41.19	29391
2086.15	-41.63	29426
2086.70	-40.62	29464
2087.25	-40.65	29495
2087.80	-40.64	29526
2088.35	-40.15	29558
2088.90	-40.77	29586
2089.45	-40.57	29618
2090.00	-39.36	29649
2090.55	-38.63	29674
2091.10	-39.12	29696
2091.65	-39.05	29720
2092.20	-38.76	29744
2092.75	-38.61	29767
2093.30	-38.52	29789
2093.85	-38.94	29811
2094.40	-38.98	29834
2094.95	-38.41	29858
2095.50	-38.86	29879
2096.05	-38.6	29903
2096.60	-38.5	29925
2097.15	-38.53	29947
2097.70	-37.77	29969
2098.25	-39.19	29989
2098.80	-40.88	30013
2099.35	-41.83	30047
2099.90	-40.74	30087
2100.45	-41.02	30120
2101.00	-41.88	30154
2101.55	-41.3	30196
