state,pws,city,updatedAt,views,latitude,longitude,elevation,type,distance
ID,MFTHI,Fort Hall,12,71,43.071,-112.431,4444,,86.997
WY,MTS631,Fort Washakie,,3,43.071,-109.22,,,51.498
IA,MSAGI4,Algona,,9,43.071,-94.229,,,360.364
IA,KIAALGON4,Algona,19,3,43.073,-94.214,1181,Ambient Weather WS-1001-WiFi (Wireless),360.98
WY,ME1855,Freedom,3 minutes,12,43.074,-111.042,5690,,63.197
WY,KWYETNA3,Etna,5 minutes,27,43.074,-111.01,5853,Davis Vantage Pro2 Plus (Wireless),62.468
ID,MUP078,Anderson Dam,32,39,43.075,-115.65,3093,,134.244
IA,MC5974,New Hampton,,5,43.076,-92.337,,,425.175
IA,KIANEWHA13,New Hampton,9,323,43.079,-92.317,1178,Ambient Weather WS-1001-WiFi (Wireless),426.264
WY,MD4349,Riverton,,21,43.081,-108.529,,,16.947
IA,KIASIOUX5,Sioux Center,6 minutes,500,43.081,-96.17,1470,Davis Vantage Pro,297.397
OR,KORMYRTL24,Myrtle Creek,33,18,43.081,-123.399,449,Ambient Weather WS-1001-WiFi (Wireless),192.741
IA,MRALI4,Whittemore,31,6,43.083,-94.398,1105,,356.694
IA,KIAPOSTV2,Postville,3 minutes,106,43.086,-91.569,1181,Davis Vantage Pro 2,452.344
IA,KIAALGON3,Algona,19,209,43.086,-94.238,1175,Ambient Weather WS-1400-IP (Wireless),361.697
OR,KORMYRTL5,Myrtle Point,13,72,43.087,-124.204,175,Davis Vantage Pro 2,204.61
ID,MUP763,Gibson,7,7,43.09,-112.421,4473,,84.735
ID,KIDMOUNT7,Mountain Home,10,20,43.09,-115.761,3120,AcuRite Pro Weather Center,131.64
IA,KIAGARNE6,Garner,6,15,43.091,-93.593,1204,Netatmo,382.791
OR,MBANO,Bandon,18,30,43.091,-124.417,78,,200.582
ID,MITD43,Shoshone,14,7,43.096,-114.372,4572,,115.094
WY,MSALW4,Alpine,3 minutes,7,43.096,-111.037,5671,,60.744
IA,KIABRITT3,Britt,6,154,43.096,-93.805,1214,Davis Vantage Vue,375.811
OR,KORTENMI2,Tenmile,13 minutes,32,43.097,-123.575,791,AcuRite Pro Weather Center,192.636
OR,KORBANDO9,Bandon,44,,43.098,-124.428,66,AcuRite Pro Weather Center,199.667
OR,KORBANDO15,Bandon,45,,43.098,-124.352,378,Ambient Weather WS-1001-WiFi (Wireless),200.77
IA,KIABRITT5,Britt,6,140,43.099,-93.809,1204,Davis Vantage Pro2 Plus (Wireless),375.98
WY,KWYRIVER7,Riverton,4,13,43.1,-108.375,5062,Netatmo,16.414
WY,KWYGLENR6,Glenrock,,6,43.1,-105.5,5413,Wyoming Department of Environmental Quality,62.683
IA,KIAGARNE5,Garner,6,55,43.1,-93.609,1201,other,383.096
OR,MWCY8453,Bandon,,3,43.1,-125.3,,,200.075
OR,MRLFO3,Princeton,,7,43.101,-118.498,5710,,159.297
IA,KIACASTA2,Castalia,1,133,43.105,-91.659,1230,Davis Vantage Pro2 (Wireless),451.035
ID,MTS962,Mountain Home Air Force Base,13,14,43.106,-115.997,2932,,129.856
OR,MBALO3,Jordan Valley,,7,43.107,-117.06,4618,,145.183
ID,KIDMOUNT11,Mountain Home,11,18,43.11,-115.695,4177,AcuRite Pro Weather Center,129.927
WY,MNFLW4,Cora,91 days,12,43.11,-109.95,8337,,43.895
WY,KWYBONDU4,Bondurant,11 minutes,32,43.112,-110.301,7356,AcuRite Pro Weather Center,64.955
IA,MYRII4,Marquette,,7,43.112,-91.265,,,466.462
IA,KIACLEAR5,Clear Lake,3,118,43.112,-93.438,1257,Davis Vantage Vue,390.73
IA,MUP446,Hospers,3 minutes,8,43.113,-95.897,1374,,309.136
OR,KORBANDO2,Bandon,44,,43.116,-124.432,77,Davis Vantage Pro 2,197.641
OR,KORBANDO17,Bandon,44,,43.118,-124.404,69,AcuRite Pro Weather Center,197.808
OR,KORWINST6,Winston,16,54,43.122,-123.4,560,AcuRite Pro Weather Center,188.208
IA,KIAEMMET7,Emmetsburg,9 minutes,4,43.123,-94.693,1246,Iowa DNR,349.29
ID,MITD53,Gooding,4 minutes,4,43.124,-114.661,4831,,111.36
IA,KIAVENTU2,Ventura,7,57,43.125,-93.485,1240,Davis Vantage Vue (Wireless),390.193
OR,MD6983,Winston,21,66,43.125,-123.446,600,,188.219
IA,MEMTI4,Emmetsburg,,4,43.126,-94.707,,,349.089
ID,KIDMOUNT10,Mountain Home,10,109,43.127,-115.713,3137,AcuRite Pro Weather Center,127.89
IA,MRSPI4,Spencer,11 minutes,45,43.127,-95.089,1485,,336.827
OR,MODT45,Chemult,,2,43.127,-122.132,5257,,182.917
IA,KIACLEAR13,Clear Lake,0,139,43.128,-93.372,1214,Davis Vantage Pro2 Plus (Wireless),394.878
IA,KIACARME2,Carmel,10,35,43.128,-96.232,1450,Ambient Weather WS-1400-IP (Wireless),300.603
IA,MSPOI4,Spencer,,5,43.129,-95.21,,,333.657
WY,MERDW4,Bondurant,91 days,6,43.13,-110.2,7927,,57.027
IA,MSRMI4,Nora Springs,,6,43.13,-93.1,,,404.365
ID,MKU76,Mountain Home,6,202,43.131,-115.73,3158,,127.311
IA,MSMWI4,Mason City,,12,43.132,-93.24,,,400.609
ID,MD4359,Mountain Home,,5,43.134,-115.68,,,127.426
IA,KIAARCHE2,Archer,6,182,43.136,-95.704,1444,Rainwise MK-III,318.204
OR,KORBANDO14,Bandon,44,,43.138,-124.385,102,AcuRite Pro Weather Center,195.9
IA,MSCKI4,Clear Lake,,21,43.14,-93.368,1207,,396.201
ID,MD8737,Mountain Home,,3,43.146,-115.683,,,126.073
OR,KORBANDO10,Bandon,45,,43.146,-124.359,262,Ambient Weather WS-1400-IP (Wireless),195.428
IA,MSNSI4,Nora Springs,,7,43.147,-93.004,,,408.941
IA,KIACLEAR17,Clear Lake,,33,43.151,-93.36,1201,AcuRite Pro Weather Center,397.586
IA,KIAHARPE2,Harpers Ferry,,60,43.154,-91.258,1109,AcuRite Pro Weather Center,470.815
ID,KIDMOUNT8,Mountain Home,10,35,43.157,-115.707,3248,AcuRite Pro Weather Center,124.629
WY,KWYALPIN2,Alpine,15,49,43.159,-111.034,5650,davis vantage pro 2,54.035
OR,MJ01DX,Myrtle Point,,5,43.161,-123.931,,,192.256
IA,ME0342,Fenton,2,24,43.163,-94.363,1175,,365.817
IA,MMCWI4,Mason City,,5,43.165,-93.192,,,405.459
WY,MLOPW4,Cora,91 days,9,43.17,-110.14,8236,,50.48
WY,MD6916,Shoshoni,,3,43.171,-108.307,,,15.067
IA,KIAFORTA2,Fort Atkinson,9 minutes,70,43.173,-91.973,1129,Davis Vantage Pro2 (Wireless),447.701
ID,MDEHI1,Hill City,4,6,43.174,-115.152,5694,,115.952
IA,MYSPI4,Harpers Ferry,60,10,43.174,-91.244,1023,,473.31
IA,KIAWATER8,Waterville,2 minutes,120,43.174,-91.297,951,Davis Vantage Pro2 Plus (Wireless),471.236
WY,MBLCW4,Crowheart,,5,43.177,-109.202,,,44.235
IA,KIABURT3,Burt,3,31,43.178,-94.141,1168,Ambient Weather WS-1001-WiFi (Wireless),373.963
IA,KIAHARTL4,Hartley,11 minutes,52,43.181,-95.477,1460,Davis Vantage Vue (Wireless),331.303
OR,KORCOQUI4,Coquille,17,76,43.181,-124.182,121,Acu-Link,194.977
WY,MAT047,Douglas,,13,43.182,-105.252,4723,,66.535
IA,KIASHELD4,Sheldon,14,60,43.182,-95.824,1430,AcuRite Pro Weather Center,318.572
OR,MUR048,Chemult,16 minutes,3,43.187,-121.779,4723,,172.213
ID,MBLK,Moreland,60,111,43.19,-112.333,ft,,71.779
OR,MDIAO3,Chemult,,11,43.19,-122.14,5277,,176.236
IA,KIAROCKV2,Rock Valley,0,62,43.192,-96.393,1253,Ambient Weather WS-1001-WiFi (Wireless),303.4
IA,KIAROCKV3,Rock Valley,12,70,43.199,-96.287,1309,AcuRite Pro Weather Center,306.667
WY,MD2761,Bondurant,,3,43.2,-110.4,,,56.893
IA,ME7617,Hartley,7 minutes,10,43.2,-95.5,1462,,332.237
OR,MNSW0006,Bandon,,3,43.2,-126.1,,,193.551
ID,MTS960,Mountain Home Air Force Base,10,13,43.202,-116.025,3011,,119.42
WY,MBONW4,Bondurant,9 minutes,3,43.202,-110.405,6645,,56.477
IA,KIAROCKV4,Rock Valley,1,77,43.203,-96.302,1253,Ambient Weather WS-1400-IP (Wireless),306.72
ID,MRENI1,Murphy,60,6,43.204,-116.751,3998,,137.821
OR,KORROSEB32,Roseburg,12 minutes,11,43.204,-123.339,436,Ambient Weather WS-1001-WiFi (Wireless),178.77
ID,KIDBLACK8,Blackfoot,6,49,43.205,-112.456,4708,Ambient Weather WS-1001-WiFi (Wireless),74.369
WY,KWYDOUGL18,Douglas,,6,43.209,-105.688,5144,AcuRite Pro Weather Center,64.271
ID,MSPMI1,Iona,3 minutes,10,43.21,-111.69,6566,,70.312
OR,MSMCO3,Coquille,,26,43.21,-124.317,350,,189.18
OR,MODT82,Chemult,16 minutes,4,43.21,-121.78,4746,,169.669
OR,KORROSEB24,Roseburg,5,75,43.21,-123.531,800,AcuRite Pro Weather Center,179.691
IA,KIAMASON5,Mason City,2,186,43.213,-93.202,1138,AcuRite Pro Weather Center,409.934
IA,MRKVI4,Rock Valley,,5,43.214,-96.294,,,308.082
IA,KIACLEAR16,Clear Lake,3,144,43.215,-93.481,1214,AcuRite Pro Weather Center,399.205
OR,KORROSEB25,Roseburg,2,142,43.216,-123.36,0,Netatmo,177.549
ID,KIDBLACK4,Blackfoot,5,46,43.218,-112.34,4498,other,69.082
WY,KWYCORA2,Cora,1,361,43.218,-110.016,7648,Ambient Weather WS-2090 (Wireless),39.176
OR,MTOFO3,Chiloquin,,6,43.219,-122.412,3358,,179.483
WY,MHOBW4,Bondurant,9 minutes,10,43.22,-110.423,6724,,54
IA,KIAMASON9,Mason City,1,45,43.222,-93.211,1125,AcuRite Pro Weather Center,410.43
IA,MD0270,Fertile,,9,43.225,-93.407,,,402.98
OR,KORROSEB3,Roseburg,12 minutes,81,43.225,-123.381,425,Davis Vantage pro 2,176.678
ID,MPBUI1,Carey,,8,43.226,-113.574,5011,,85.697
IA,KIAWAUKO4,Waukon,0,21,43.226,-91.409,1020,AcuRite Pro Weather Center,472.095
OR,MKRBG,Roseburg,,1,43.23,-123.35,,,175.942
OR,MTOKO3,Chiloquin,,4,43.23,-122.43,3237,,178.847
OR,MCHUO3,Chemult,16 minutes,8,43.23,-121.81,4847,,167.638
OR,MCHVO,Christmas Valley,8,14,43.241,-120.728,4355,,162.751
OR,MJ04DX,Chemult,,3,43.241,-122.109,,,170.149
WY,MBULW4,Kinnear,3 minutes,6,43.243,-109.022,5651,,44.462
OR,MTMFO3,Silver Lake,29,6,43.243,-121.353,6222,,167.114
IA,MRDCI4,Castalia,,4,43.245,-91.7,1016,,463.75
OR,KORCHRIS3,Christmas Valley,60,266,43.245,-120.692,4314,AcuRite Pro Weather Center,161.481
WY,MBOTW4,Bondurant,,3,43.247,-110.448,,,50.378
IA,KIAOSAGE4,Osage,1,69,43.249,-92.882,1132,AcuRite Pro Weather Center,423.163
IA,MD3100,Terril,,6,43.253,-95.023,,,351.818
ID,MTS771,Irwin,,6,43.264,-111.42,,,63.144
IA,KIAFERTI2,Fertile,0,124,43.264,-93.426,1181,AcuRite Pro Weather Center,406.094
OR,KORROSEB29,Roseburg,9 minutes,56,43.265,-123.42,409,AcuRite Pro Weather Center,172.532
IA,MSFCI4,Forest City,23,16,43.266,-93.649,1259,,398.271
ID,KIDBLACK7,Blackfoot,,8,43.268,-112.486,4520,AcuRite Pro Weather Center,69.549
ID,KIDBLACK2,Blackfoot,5,79,43.268,-112.517,4534,Davis 6163 WIFI Pro2 Plus,70.933
IA,KIAMILFO3,Milford,3,281,43.268,-95.265,1453,Davis Vantage Pro2 Plus (Cabled),346.893
ID,MCCDI1,Hill City,4,12,43.27,-115.35,5707,,114.438
IA,MC6983,Terril,,3,43.271,-94.951,,,355.809
OR,MCOSO3,Coos Bay,,6,43.272,-124.319,59,,182.428
ID,MTS961,Boise,54,11,43.273,-116.151,3302,,113.084
IA,KIAWAUKO3,Waukon,0,57,43.275,-91.471,1296,AcuRite Pro Weather Center,474.696
ID,MUP237,Boise,1,310,43.277,-115.939,3181,,110.617
OR,KORROSEB26,Roseburg,9 minutes,8,43.279,-123.383,485,AcuRite Pro Weather Center,170.711
WY,MCOSW4,Crowheart,,7,43.28,-109.45,9626,,21.695
WY,MTR192,Crowheart,,5,43.281,-109.433,,,22.548
OR,KORWINCH4,Winchester,1,59,43.281,-123.346,531,Davis Vantage Pro2 (Wireless),170.267
WY,MTS343,Jackson Hole,,13,43.282,-110.641,,,39.572
OR,MSOQO3,Coos Bay,,4,43.283,-124.32,,,181.22
IA,KIAOSAGE5,Osage,1,73,43.285,-93.011,1180,Davis Vantage Pro2 Plus (Wireless),423.03
OR,MJ05DX,Silver Lake,,3,43.285,-121.235,,,164.067
IA,KIADECOR11,Decorah,11,66,43.287,-91.789,1025,AcuRite Pro Weather Center,465.123
OR,KORROSEB18,Roseburg,9 minutes,16,43.287,-123.437,453,AcuRite Pro Weather Center,170.243
OR,KORROSEB4,Roseburg,9 minutes,26,43.287,-123.437,472,Honeywell 923W,170.243
ID,MREYI1,Murphy,,3,43.289,-116.849,,,128.234
OR,KORROSEB23,Roseburg,4,25,43.289,-123.383,449,AcuRite Pro Weather Center,169.604
ID,MRYCI1,Murphy,60,8,43.29,-116.85,5595,,128.106
IA,KIARICEV4,Riceville,8,64,43.293,-92.573,1180,Davis Vantage Pro2 Plus (Wireless),437.793
OR,KORROSEB27,Roseburg,4,27,43.293,-123.42,738,Ambient Weather WS-1400-IP (Wireless),169.437
ID,MBIG,Atomic City,1,6,43.294,-113.182,ft,,74.889
OR,MC8449,Coos Bay,,18,43.296,-124.334,,,179.557
IA,KIADECOR7,Decorah,10,22,43.299,-91.784,932,other,466.508
ID,MITD26,Basalt,31,3,43.301,-112.272,4575,,58.495
ID,KIDFULLM2,Fullmer,25,12,43.301,-112.652,0,LaCrosse,74.88
OR,KORCOOSB18,Coos Bay,11,31,43.301,-124.346,407,Davis Vantage Pro2 (Cabled),178.799
IA,MD0932,Elma,,3,43.304,-92.407,,,444.834
ID,KIDMOUNT9,Mountain Home,11,70,43.306,-115.887,358,Ambient Weather WS-900-IP (Wireless),107.295
IA,MICSI4,Inwood,,8,43.306,-96.435,,,314.68
OR,KORCOOSB33,Coos Bay,7,36,43.307,-124.157,276,Ambient Weather WS-1400-IP (Wireless),182.12
ID,MFAFI,Corral,21,6,43.308,-114.825,5034,,93.165
IA,KIADECOR6,Decorah,10,219,43.308,-91.777,860,Davis Vantage Pro2 (Cabled),467.651
OR,MAT852,Wilbur,,16,43.308,-123.368,472,,167.402
OR,KORGLIDE7,Glide,13,81,43.308,-123.088,697,Ambient Weather WS-1400-IP (Wireless),167.155
WY,MD3794,Crowheart,,10,43.309,-109.193,6097,,37.502
IA,MJ37AX,Leland,,4,43.31,-93.553,,,406.033
IA,MD0389,Ashton,23,18,43.31,-95.785,1466,,332.829
IA,KIAHANLO4,Hanlontown,1,73,43.31,-93.418,1240,Davis Vantage Pro2 (Cabled),410.93
ID,MPICI,Picabo,8,11,43.312,-114.166,4897,,95.439
ID,MITD51,Hill City,7,164,43.314,-115.267,5500,,106.667
ID,MCRYCS,Carey,,3,43.314,-113.944,,,90.494
IA,KIAOSAGE2,Osage,1,25,43.315,-92.798,0,LaCrosse,432.555
OR,MCWQO3,Coos Bay,,6,43.317,-124.322,,,177.506
OR,MC6568,Coos Bay,,23,43.317,-124.307,,,177.791
ID,MTAB,Atomic City,3,6,43.319,-112.692,ft,,75.7
IA,MJ38AX,Riceville,,6,43.319,-92.476,,,443.818
ID,MORRI1,Boise,60,221,43.32,-116,3148,,106.178
OR,KORGLIDE5,Glide,15,20,43.32,-123.06,755,Davis Vantage Pro2 (Cabled),165.966
IA,KIAMILFO4,Milford,1,64,43.321,-95.205,1420,Davis VantageVue,353.994
OR,MCIFO3,Crescent Lake,11 minutes,8,43.321,-122.107,4956,,161.456
ID,MITD50,Bellevue,5,7,43.325,-114.281,4903,,91.407
IA,KIAGRAFT2,Grafton,0,124,43.328,-93.075,1224,Davis Vantage Pro2 Plus (Wireless),425.707
IA,MJ36AX,Swea City,,3,43.329,-94.34,,,382.819
ID,KIDBELLE1,Bellevue,24,20,43.33,-114.51,4970,lacrosse 2308,88.219
OR,KORROSEB31,Roseburg,2,83,43.33,-123.346,550,AcuRite Pro Weather Center,164.836
IA,KIAMILFO2,Milford,1,220,43.333,-95.151,1443,Davis Vantage Pro 2,356.646
IA,MJ39AX,Highlandville,,5,43.335,-91.706,,,472.691
OR,KORROSEB33,Roseburg,1,9,43.337,-123.358,541,Ambient Weather WS-1001-WiFi (Wireless),164.129
WY,MGRCW4,Bondurant,,8,43.34,-110.43,6766,,43.379
OR,MCARO3,Coos Bay,,21,43.34,-124.37,,,174.148
IA,KIABANCR4,Bancroft,19,221,43.341,-94.217,1178,Bloomsky2 + Storm,388.87
ID,KIDMELBA2,Melba,5 minutes,121,43.343,-116.599,2316,other,118.294
OR,MWTFO3,Riley,,9,43.343,-119.887,6166,,145.136
ID,KIDSHELL7,Shelley,24,137,43.345,-112.061,4639,AcuRite Pro Weather Center,50.098
OR,MCHAO3,Coos Bay,4,17,43.345,-124.322,0,,174.481
OR,MCHNO3,Coos Bay,,29,43.345,-124.329,,,174.348
WY,MDINW4,Crowheart,,8,43.346,-109.409,7183,,19.784
IA,KIATHOMP4,Thompson,8,121,43.346,-93.813,1210,,401.015
OR,KORCOOSB29,Coos Bay,7,35,43.349,-124.309,78,AcuRite Pro Weather Center,174.301
ID,MPALI1,Irwin,7,13,43.351,-111.218,5562,,44.38
WY,KWYJACKS13,Jackson,7 minutes,52,43.353,-110.719,5968,Ambient Weather WS-1400-IP (Wireless),30.172
ID,KIDFIRTH2,Firth,22,68,43.355,-112.17,4583,Texas Instruments WPS,50.333
IA,KIADECOR10,Decorah,11,84,43.355,-91.858,1155,AcuRite Pro Weather Center,469.946
OR,MNBKO3,Sutherlin,31,12,43.356,-123.191,1154,,161.563
ID,MARAI1,Mountain Home,4,2,43.359,-115.446,4841,,107.248
IA,MSNII4,Thompson,,8,43.36,-93.7,,,406.064
IA,KIARICEV2,Riceville,7 minutes,120,43.362,-92.478,1289,Davis Vantage Pro2 Plus (Wireless),448.038
ID,MUP766,Shelley,30,9,43.363,-112.137,4624,,48.893
IA,KIAARNOL2,Arnolds Park,4 minutes,64,43.365,-95.138,1420,Netatmo,360.351
OR,KORCOOSB27,Coos Bay,10,109,43.367,-124.218,315,Ambient Weather WS-1001-WiFi (Wireless),174.305
OR,KORCOOSB10,Coos Bay,10,33,43.367,-124.197,82,Ambient Weather WS-1400-IP (Wireless),174.794
ID,KIDFAIRF7,Fairfield,14,17,43.37,-114.585,5128,AcuRite Pro Weather Center,83.736
ID,KIDSHELL4,Shelley,24,29,43.372,-112.144,4613,Ambient Weather WS-1400-IP (Wireless),48.024
ID,KIDSHELL2,Shelley,24,54,43.372,-112.144,4613,AcuRite Pro Weather Center,48.024
ID,KIDSHELL5,Shelley,23,20,43.374,-112.129,4633,AcuRite Pro Weather Center,47.571
IA,MSCQI4,Cresco,,6,43.376,-92.103,,,463.544
ID,KIDFAIRF4,Fairfield,14,69,43.38,-114.768,5118,Ambient Weather WS-1400-IP (Wireless),84.353
OR,KORCOOSB31,Coos Bay,9,28,43.38,-124.28,70,Tycon Power Systems ProWeatherStation,171.554
IA,KIAST.AN1,St. Ansgar,28,110,43.381,-92.924,1152,Radio Shack Wireless,435.515
IA,KIASAINT4,Saint Ansgar,49,7,43.381,-92.917,1174,LaCrosse,435.721
OR,KORSUTHE8,Sutherlin,11,123,43.381,-123.305,585,Ambient Weather WS-1400-IP (Wireless),158.984
OR,KORCOOSB26,Coos Bay,6,39,43.382,-124.226,0,AcuRite Pro Weather Center,172.524
ID,KIDBELLE4,Bellevue,24,63,43.387,-114.252,5003,Ambient Weather WS-1400-IP (Wireless),85.374
OR,KORSUTHE6,Sutherlin,11,33,43.387,-123.291,692,Netatmo,158.265
ID,MUP174,Boise,0,7,43.388,-116.149,3047,,100.539
OR,KORSUTHE9,Sutherlin,13,1350,43.388,-123.312,1030,AcuRite Pro Weather Center,158.236
ID,KIDSHELL6,Shelley,23,82,43.389,-112.128,4635,AcuRite Pro Weather Center,45.918
WY,KWYJACKS12,Jackson,7 minutes,6,43.389,-110.721,6486,Netatmo,26.262
ID,MWODI1,Picabo,7,14,43.39,-114,4988,,86.871
OR,KORCOOSB8,Coos Bay,5,53,43.39,-124.273,85,Davis Vantage Pro 2,170.63
IA,MRHAI4,Joice,4,29,43.392,-93.35,1092,,421.555
OR,KORSUTHE11,Sutherlin,13,29,43.393,-123.296,530,AcuRite Pro Weather Center,157.617
IA,KIAARMST3,Armstrong,14,60,43.394,-94.473,1240,Davis Vantage Pro2 (Cabled),384.201
OR,KORSUTHE12,Sutherlin,13,42,43.394,-123.353,430,AcuRite Pro Weather Center,157.783
ID,MIDFI1,Iona,21,3,43.395,-111.826,5926,,47.167
OR,KORNORTH24,North Bend,7 minutes,65,43.395,-124.248,125,LaCrosse Weather Pro Center 2800 Series,170.64
ID,MSUM,Atomic City,4,2,43.396,-113.022,ft,,66.307
IA,KIALIMES3,Lime Springs,3,71,43.396,-92.302,1266,Davis Vantage Pro2 (Cabled),457.817
IA,MESVI4,Estherville,,7,43.397,-94.844,,,372.04
IA,MIA064,Estherville,7 minutes,8,43.399,-94.797,1282,,373.706
IA,ME4652,Riceville,3 minutes,27,43.4,-92.5,1305,,451.07
OR,KORNORTH10,North Bend,7 minutes,4581,43.4,-124.249,120,Oregon Scientific WMR200,170.084
IA,KIASPIRI7,Spirit Lake,1,23,43.402,-95.068,1459,Netatmo,366.093
IA,KIALAKEP2,Lake Park,1,991,43.403,-95.308,1444,Davis Vantage Pro2 (Wireless),359.523
WY,MBOYW4,Shoshoni,29,6,43.404,-108.173,4706,,31.322
ID,MITD77,Carey,,7,43.406,-113.627,5743,,68.454
WY,MC3071,Midwest,,6,43.409,-106.272,,,66.743
OR,KORNORTH22,North Bend,7 minutes,5,43.409,-124.197,0,Netatmo,170.336
ID,KIDSHELL3,Shelley,,12,43.41,-112.367,4895,Davis Vantage Pro2 Plus (Wireless),51.06
WY,ME0252,Midwest,,20,43.413,-106.277,4864,,67.196
IA,MUP760,Sibley,11,24,43.413,-95.751,1528,,344.403
OR,KORSUTHE13,Sutherlin,14 minutes,8,43.413,-123.159,712,Ambient Weather WS-1400-IP (Wireless),155.271
OR,KORCRANE2,Crane,,53,43.414,-118.619,4117,Davis Vantage Vue (Wireless),124.041
WY,KWYJACKS15,Jackson,7 minutes,118,43.415,-110.807,6024,Davis Vantage Pro2 Plus (Wireless),22.406
IA,MSMII4,Lake Mills,,19,43.415,-93.532,1289,,417.289
IA,MAS942,Okoboji,,4,43.416,-95.234,,,363.333
OR,MGDFO3,Culp Creek,,4,43.416,-122.577,2896,,162.846
WY,ME1584,Jackson Hole,,3,43.417,-110.78,,,22.302
IA,KIALIMES4,Lime Springs,4,14,43.419,-92.3,0,LaCrosse,460.16
IA,MCLYI4,Rock Rapids,,8,43.42,-96.168,,,333.002
OR,MKOTH,North Bend,,1,43.42,-124.25,,,167.926
IA,MDCHI4,Dorchester,,13,43.421,-91.509,,,487.983
IA,KIALAKEM2,Lake Mills,53,131,43.421,-93.535,1270,AcuRite Pro Weather Center,417.788
IA,KIASPIRI1,Spirit Lake,1,157,43.423,-95.102,1470,Davis Vantage Pro II,367.392
IA,KIASTACY2,Stacyville,3,50,43.425,-92.783,1237,Ambient Weather WS-1400-IP (Wireless),444.3
WY,MTS871,Wright,,5,43.426,-105.111,,,93.633
WY,MC9033,Jackson,,7,43.427,-110.808,,,21.073
OR,KOROAKLA2,Oakland,4 minutes,62,43.427,-123.289,476,Davis Vantage Pro2 (Wireless),153.818
ID,MCRA,Arco,84 days,16,43.429,-113.538,ft,,63.351
ID,KIDIDAHO42,Idaho Falls,7,27,43.429,-111.928,5134,AcuRite Pro Weather Center,41.361
IA,KIALAKEM3,Lake Mills,52,52,43.43,-93.585,1220,Davis Vantage Pro2 Plus (Wireless),416.984
OR,MMWQCR,Gilchrist,15 minutes,14,43.43,-121.7,4460,,144.917
OR,MFKFO3,Christmas Valley,8,22,43.432,-120.838,4496,,145.871
WY,MD0416,Jackson Hole,,6,43.433,-110.781,6156,,20.525
IA,MRSYI4,Sibley,11,21,43.433,-95.715,1571,,347.619
ID,KIDIDAHO44,Idaho Falls,3,21,43.434,-111.937,5200,Bloomsky,40.687
OR,MOD123,North Bend,,18,43.434,-124.221,,,167.107
ID,MNMPI,Melba,60,7,43.442,-116.637,2633,,110.462
WY,MWRCW4,Crowheart,13 minutes,5,43.442,-109.458,6599,,13.762
IA,MD1531,Decorah,,4,43.442,-91.812,,,480.304
WY,KWYRAFTE2,Rafter J Ranch,6 minutes,12,43.443,-110.817,0,Rainwise MK-III,19.308
ID,MATO,Atomic City,1,12,43.444,-112.812,ft,,68.656
IA,MSNKI4,Northwood,,10,43.45,-93.2,,,432.948
OR,MWRPOR,Hines,,7,43.45,-119,4362,,123.091
OR,MSMLO3,Crescent Lake,11 minutes,4,43.45,-122.14,5605,,148.256
ID,KIDKUNA9,Kuna,2 minutes,353,43.452,-116.33,2800,Ambient Weather WS-1001-WiFi (Wireless),97.994
IA,MAP551,Rock Rapids,,4,43.452,-96.18,,,336.083
ID,ME1273,Atlanta,,4,43.453,-116.158,,,93.667
ID,KIDIDAHO35,Idaho Falls,30,15,43.454,-112.043,0,Netatmo,37.926
OR,KORCRESC1,Crescent,28 minutes,129,43.454,-121.703,4462,Davis Weather Monitor II,142.261
ID,MD9890,Kuna,,7,43.455,-116.323,,,97.477
WY,KWYKELLY4,Kelly,7 minutes,24,43.456,-110.515,8759,Netatmo,29.678
ID,KIDAMMON5,Ammon,17,13,43.457,-111.992,4708,Netatmo,37.63
ID,MUP083,Kuna,3 minutes,10,43.458,-116.352,2761,,98.045
ID,KIDARCO2,Arco,0,13,43.461,-113.562,5885,National Park Service,60.741
ID,KIDIDAHO41,Idaho Falls,29,25,43.463,-112.01,2582,AcuRite Pro Weather Center,36.899
WY,MD0415,Jackson,,6,43.463,-110.804,,,17.076
ID,MCRTI1,Arco,80 days,4,43.465,-113.558,5894,,60.207
ID,MCRMI1,Arco,79 days,5,43.465,-113.558,5818,,60.207
ID,KIDIDAHO26,Idaho Falls,31,5,43.468,-112.053,4691,Idaho Department of Environmental Quality,36.419
ID,KIDBELLE5,Bellevue,24,56,43.468,-114.255,5100,AcuRite Pro Weather Center,76.711
ID,MD5795,Ammon,,3,43.47,-111.967,,,36.378
ID,KIDIDAHO46,Idaho Falls,1,25,43.47,-112.04,0,LaCrosse,36.139
WY,MGVSW4,Lysite,,9,43.47,-107.24,8547,,50.628
WY,KWYJACKS16,Jackson,7 minutes,161,43.47,-110.746,6535,Ambient Weather WS-1001-WiFi (Wireless),17.056
OR,KOROAKLA4,Oakland,4 minutes,25,43.47,-123.199,643,Davis Vantage Pro2 Plus (Wireless),148.895
ID,KIDNAMPA31,Nampa,8,17,43.471,-116.532,2635,AcuRite Pro Weather Center,103.25
OR,MRLYO3,Riley,,6,43.471,-119.692,4611,,134.163
ID,KIDAMMON4,Ammon,7,36,43.472,-111.957,4721,AcuRite Pro Weather Center,36.264
WY,MRASW4,Kelly,3,7,43.472,-110.018,8829,,32.074
ID,MD5835,Ammon,,3,43.473,-111.976,,,35.965
ID,KIDAMMON3,Ammon,15,126,43.473,-111.968,4718,Davis Vantage Vue (Wireless),36.037
